review_id,order_id,customer_id,product_id,platform_id,review_text,review_timestamp,rating,verified_purchase,refunded_product,is_fraud
R00140,ORD00011,C0128,P0006,1,JBL Live 660NC. Type C charging is a plus Battery lasts all day Worth the price,2023-11-24 00:00:00,5,True,False,0
R00050,ORD00114,C0032,P0008,1,,2023-10-27 00:00:00,2,True,False,0
R00205,ORD00215,C0092,P0001,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-12-04 00:00:00,4,True,True,0
R00163,ORD00121,C0177,P0007,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-11-30 00:00:00,2,True,False,0
R00210,ORD00227,C0099,P0009,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-11-26 00:00:00,4,True,False,0
R00286,ORD00237,C0041,P0007,1,Beats Studio3 Wireless. Windows 10 connection issues One side fails to work,2023-09-19 00:00:00,1,True,False,0
R00018,ORD00244,C0082,P0005,1,PERFECT!!! 5 STARS!!!,2023-12-10 00:00:00,5,False,False,1
R00080,ORD00075,C0031,P0007,1,Beats Studio3 Wireless. Water / sweat resistant Worth the price Battery lasts all day Comfortable for long usage,2023-08-10 00:00:00,4,True,False,0
R00015,ORD00238,C0133,P0008,1,BEST PRODUCT EVER!!! BUY NOW!!!,2023-07-02 00:00:00,4,False,False,1
R00008,ORD00165,C0094,P0006,1,PERFECT!!! 5 STARS!!!,2023-09-22 00:00:00,5,False,False,1
R00291,ORD00060,C0202,P0006,1,JBL Live 660NC. Battery drains quickly One side fails to work,2023-10-31 00:00:00,3,True,False,0
R00006,ORD00195,C0133,P0006,1,AMAZING AMAZING AMAZING!!!,2023-09-12 00:00:00,5,False,False,1
R00088,ORD00204,C0050,P0008,1,Anker Soundcore Life Q35. Amazing color options,2023-08-21 00:00:00,5,True,False,0
R00265,ORD00038,C0127,P0009,1,Boat Rockerz 550. Battery drains quickly,2023-12-18 00:00:00,1,True,False,0
R00082,ORD00251,C0220,P0004,1,Apple AirPods Max. Great for calls and music Worth the price,2023-08-28 00:00:00,5,True,False,0
R00062,ORD00051,C0114,P0005,1,Sennheiser Momentum 4. Water / sweat resistant Type C charging is a plus,2023-07-11 00:00:00,4,True,False,0
R00280,ORD00023,C0007,P0010,1,OnePlus Buds Pro 2. Color fades quickly Windows 10 connection issues Battery drains quickly One side fails to work Sound imbalance,2023-07-27 00:00:00,1,True,False,0
R00157,ORD00020,C0104,P0009,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-12-15 00:00:00,4,True,False,0
R00058,ORD00245,C0068,P0002,1,,2023-06-19 00:00:00,1,True,False,0
R00141,ORD00046,C0155,P0007,1,Beats Studio3 Wireless. Comfortable for long usage Great for calls and music Water / sweat resistant Worth the price,2023-10-13 00:00:00,5,True,True,0
R00276,ORD00093,C0113,P0005,1,Sennheiser Momentum 4. Sound imbalance Windows 10 connection issues One side fails to work Not available in different colors Battery drains quickly,2023-09-13 00:00:00,3,True,False,0
R00217,ORD00132,C0089,P0007,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-11-04 00:00:00,2,True,False,0
R00154,ORD00067,C0007,P0002,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-11-27 00:00:00,4,True,False,0
R00041,ORD00175,C0032,P0009,1,,2023-06-28 00:00:00,4,False,False,0
R00262,ORD00224,C0009,P0007,1,Beats Studio3 Wireless. Sound imbalance Battery drains quickly,2023-10-31 00:00:00,3,False,False,0
R00128,ORD00189,C0131,P0005,1,Sennheiser Momentum 4. Worth the price,2023-09-18 00:00:00,4,True,False,0
R00099,ORD00026,C0112,P0009,1,Boat Rockerz 550. Great for calls and music Battery lasts all day Type C charging is a plus Comfortable for long usage Amazing color options,2023-11-10 00:00:00,4,True,False,0
R00208,ORD00153,C0096,P0010,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-12-02 00:00:00,4,True,False,0
R00213,ORD00244,C0082,P0005,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-11-14 00:00:00,2,True,False,0
R00057,ORD00241,C0031,P0006,1,,2023-06-14 00:00:00,3,True,False,0
R00241,ORD00048,C0102,P0008,1,Anker Soundcore Life Q35. Color fades quickly One side fails to work Sound imbalance Not available in different colors Battery drains quickly,2023-06-11 00:00:00,3,True,False,0
R00292,ORD00197,C0075,P0006,1,JBL Live 660NC. One side fails to work Windows 10 connection issues Color fades quickly Battery drains quickly,2023-07-06 00:00:00,1,True,False,0
R00259,ORD00144,C0208,P0003,1,Bose QuietComfort 45. Not available in different colors Sound imbalance One side fails to work Windows 10 connection issues Color fades quickly,2023-12-10 00:00:00,1,True,False,0
R00200,ORD00174,C0128,P0001,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-07-06 00:00:00,2,True,False,0
R00029,ORD00014,C0095,P0007,1,PERFECT!!! 5 STARS!!!,2023-06-22 00:00:00,4,False,False,1
R00065,ORD00233,C0129,P0010,1,OnePlus Buds Pro 2. Water / sweat resistant,2023-11-08 00:00:00,5,True,False,0
R00112,ORD00098,C0076,P0002,1,Sony WH-1000XM4. Great for calls and music,2023-11-17 00:00:00,4,True,False,0
R00264,ORD00183,C0065,P0002,1,Sony WH-1000XM4. Windows 10 connection issues Color fades quickly One side fails to work Battery drains quickly Not available in different colors,2023-08-15 00:00:00,1,False,False,0
R00228,ORD00036,C0120,P0004,1,Apple AirPods Max. Sound imbalance Battery drains quickly Windows 10 connection issues Color fades quickly,2023-12-04 00:00:00,1,False,False,0
R00274,ORD00103,C0143,P0008,1,Anker Soundcore Life Q35. Battery drains quickly One side fails to work Windows 10 connection issues Not available in different colors,2023-11-10 00:00:00,2,False,False,0
R00202,ORD00154,C0123,P0007,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-11-20 00:00:00,3,True,False,0
R00162,ORD00224,C0009,P0007,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-09-10 00:00:00,2,True,False,0
R00061,ORD00195,C0133,P0006,1,JBL Live 660NC. Great for calls and music Type C charging is a plus Worth the price Water / sweat resistant,2023-10-24 00:00:00,5,True,False,0
R00218,ORD00208,C0173,P0001,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-10-01 00:00:00,2,True,False,0
R00146,ORD00166,C0076,P0002,1,Sony WH-1000XM4. Type C charging is a plus Water / sweat resistant Sound quality is crisp with good bass,2023-09-22 00:00:00,5,True,False,0
R00191,ORD00149,C0184,P0007,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-06-16 00:00:00,4,True,False,0
R00221,ORD00258,C0213,P0001,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-07-05 00:00:00,2,True,False,0
R00252,ORD00248,C0096,P0006,1,JBL Live 660NC. Sound imbalance Color fades quickly Windows 10 connection issues Not available in different colors,2023-08-10 00:00:00,1,True,False,0
R00032,ORD00216,C0025,P0002,1,,2023-12-09 00:00:00,1,True,False,0
R00123,ORD00049,C0037,P0001,1,Sony WH-1000XM5. Battery lasts all day Type C charging is a plus Amazing color options,2023-09-04 00:00:00,5,True,False,0
R00071,ORD00143,C0003,P0009,1,Boat Rockerz 550. Battery lasts all day Amazing color options,2023-06-24 00:00:00,5,True,False,0
R00013,ORD00100,C0073,P0007,1,PERFECT!!! 5 STARS!!!,2023-09-11 00:00:00,5,False,False,1
R00003,ORD00170,C0191,P0008,1,WOW!!! MUST BUY!!!,2023-12-02 00:00:00,4,False,False,1
R00011,ORD00102,C0135,P0006,1,AMAZING AMAZING AMAZING!!!,2023-06-12 00:00:00,4,False,False,1
R00121,ORD00167,C0102,P0010,1,OnePlus Buds Pro 2. Worth the price Water / sweat resistant Great for calls and music Amazing color options,2023-06-26 00:00:00,5,True,False,0
R00067,ORD00085,C0089,P0005,1,Sennheiser Momentum 4. Worth the price Water / sweat resistant Sound quality is crisp with good bass,2023-11-24 00:00:00,5,True,False,0
R00098,ORD00152,C0093,P0009,1,Boat Rockerz 550. Battery lasts all day,2023-06-03 00:00:00,5,True,False,0
R00206,ORD00071,C0186,P0004,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-09-26 00:00:00,2,True,False,0
R00052,ORD00157,C0053,P0002,1,,2023-08-20 00:00:00,1,False,False,0
R00109,ORD00233,C0129,P0010,1,OnePlus Buds Pro 2. Battery lasts all day Worth the price Amazing color options,2023-09-15 00:00:00,4,True,False,0
R00070,ORD00011,C0128,P0006,1,JBL Live 660NC. Sound quality is crisp with good bass Battery lasts all day Comfortable for long usage,2023-10-11 00:00:00,5,True,False,0
R00242,ORD00097,C0152,P0007,1,Beats Studio3 Wireless. Color fades quickly Not available in different colors One side fails to work Windows 10 connection issues Sound imbalance,2023-06-04 00:00:00,2,True,False,0
R00028,ORD00208,C0173,P0001,1,AMAZING AMAZING AMAZING!!!,2023-07-03 00:00:00,5,False,False,1
R00106,ORD00242,C0041,P0004,1,Apple AirPods Max. Amazing color options,2023-11-13 00:00:00,4,True,True,0
R00167,ORD00256,C0008,P0010,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-11-05 00:00:00,2,True,False,0
R00295,ORD00113,C0136,P0004,1,Apple AirPods Max. Sound imbalance Battery drains quickly One side fails to work,2023-12-17 00:00:00,3,True,False,0
R00014,ORD00003,C0205,P0003,1,BEST PRODUCT EVER!!! BUY NOW!!!,2023-07-27 00:00:00,5,False,False,1
R00288,ORD00033,C0144,P0008,1,Anker Soundcore Life Q35. Sound imbalance Not available in different colors One side fails to work Windows 10 connection issues Battery drains quickly,2023-08-07 00:00:00,1,True,False,0
R00244,ORD00105,C0203,P0008,1,Anker Soundcore Life Q35. One side fails to work Not available in different colors Battery drains quickly Color fades quickly,2023-11-14 00:00:00,2,True,False,0
R00072,ORD00210,C0171,P0001,1,Sony WH-1000XM5. Amazing color options Great for calls and music Sound quality is crisp with good bass,2023-08-24 00:00:00,4,True,False,0
R00068,ORD00207,C0034,P0008,1,Anker Soundcore Life Q35. Great for calls and music Water / sweat resistant Sound quality is crisp with good bass,2023-09-19 00:00:00,4,True,False,0
R00175,ORD00043,C0181,P0008,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-06-27 00:00:00,3,True,True,0
R00190,ORD00015,C0080,P0003,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-11-11 00:00:00,4,True,True,0
R00299,ORD00180,C0101,P0009,1,Boat Rockerz 550. Color fades quickly Windows 10 connection issues One side fails to work Battery drains quickly Sound imbalance,2023-06-16 00:00:00,1,False,False,0
R00188,ORD00083,C0171,P0001,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-10-20 00:00:00,4,True,False,0
R00170,ORD00054,C0216,P0003,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-09-27 00:00:00,4,True,False,0
R00076,ORD00027,C0172,P0006,1,JBL Live 660NC. Worth the price Great for calls and music,2023-08-13 00:00:00,4,True,False,0
R00066,ORD00102,C0135,P0006,1,JBL Live 660NC. Comfortable for long usage Worth the price Great for calls and music Amazing color options,2023-07-07 00:00:00,5,True,True,0
R00236,ORD00165,C0094,P0006,1,JBL Live 660NC. Battery drains quickly One side fails to work,2023-09-14 00:00:00,3,True,False,0
R00253,ORD00147,C0049,P0001,1,Sony WH-1000XM5. Not available in different colors,2023-07-16 00:00:00,3,True,False,0
R00039,ORD00125,C0106,P0010,1,,2023-11-01 00:00:00,3,False,False,0
R00161,ORD00191,C0154,P0004,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-10-10 00:00:00,3,True,False,0
R00277,ORD00072,C0041,P0002,1,Sony WH-1000XM4. One side fails to work Battery drains quickly Color fades quickly,2023-09-05 00:00:00,3,True,True,0
R00192,ORD00213,C0095,P0004,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-08-21 00:00:00,4,True,False,0
R00258,ORD00049,C0037,P0001,1,Sony WH-1000XM5. Sound imbalance One side fails to work Not available in different colors Battery drains quickly Windows 10 connection issues,2023-06-20 00:00:00,2,True,False,0
R00150,ORD00176,C0109,P0010,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-08-03 00:00:00,4,True,False,0
R00010,ORD00172,C0073,P0005,1,BEST PRODUCT EVER!!! BUY NOW!!!,2023-11-20 00:00:00,4,False,False,1
R00152,ORD00172,C0073,P0005,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-08-04 00:00:00,3,True,False,0
R00117,ORD00090,C0145,P0009,1,Boat Rockerz 550. Sound quality is crisp with good bass Comfortable for long usage Amazing color options,2023-10-13 00:00:00,5,True,False,0
R00105,ORD00189,C0131,P0005,1,Sennheiser Momentum 4. Battery lasts all day Great for calls and music Amazing color options,2023-06-28 00:00:00,5,True,False,0
R00215,ORD00149,C0184,P0007,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-08-12 00:00:00,3,True,False,0
R00139,ORD00040,C0203,P0003,1,Bose QuietComfort 45. Battery lasts all day Worth the price Water / sweat resistant,2023-08-14 00:00:00,5,True,False,0
R00300,ORD00144,C0208,P0003,1,Bose QuietComfort 45. Not available in different colors One side fails to work Battery drains quickly Windows 10 connection issues Color fades quickly,2023-10-10 00:00:00,2,True,False,0
R00038,ORD00193,C0213,P0010,1,,2023-11-24 00:00:00,2,True,False,0
R00189,ORD00156,C0183,P0008,1,OnePlus Buds Pro 2. Type C charging is a plus,2023-06-11 00:00:00,4,True,False,0
R00089,ORD00250,C0057,P0002,1,Sony WH-1000XM4. Sound quality is crisp with good bass Worth the price Great for calls and music Comfortable for long usage Type C charging is a plus,2023-12-09 00:00:00,4,True,True,0
R00124,ORD00243,C0169,P0008,1,Anker Soundcore Life Q35. Comfortable for long usage,2023-06-24 00:00:00,4,True,False,0
R00271,ORD00086,C0122,P0002,1,Sony WH-1000XM4. Battery drains quickly Windows 10 connection issues Color fades quickly One side fails to work,2023-08-03 00:00:00,1,True,False,0
R00120,ORD00056,C0049,P0007,1,Beats Studio3 Wireless. Great for calls and music Sound quality is crisp with good bass Battery lasts all day Type C charging is a plus,2023-06-17 00:00:00,4,True,False,0
